Change history report
"April 20, 2024 - April 20, 2026"
Date & time,User,Campaign,Ad group,Changes
  shopify_mx_4169395109940_43250760089824 : default to MX$0.01
  shopify_mx_8547027091680_47068510060768 : default to MX$0.01
  shopify_mx_6956242174127_43215832809696 : default to MX$0.01
  shopify_mx_4422255018036_45773079380192 : default to MX$0.01
  shopify_mx_7689850814688_42901988311264 : default to MX$0.01
  shopify_mx_7928833016032_43654531350752 : default to MX$0.01
  shopify_mx_4422255018036_45773517095136 : default to MX$0.01
  shopify_mx_6956086001839_40711867728047 : default to MX$0.01
  shopify_mx_7819831771360_43331331260640 : default to MX$0.01
  shopify_mx_8824951636192_47786128965856 : default to MX$0.01
  shopify_mx_4422255018036_48173581336800 : default to MX$0.01
  shopify_mx_8835989668064_47633607262432 : default to MX$0.01
  shopify_mx_6668098567_23214538567 : default to MX$0.01
  shopify_mx_9093917475040_48403705757920 : default to MX$0.01
  shopify_mx_6366412551_43245290094816 : default to MX$0.01
  shopify_mx_8951268671712_48403721060576 : default to MX$0.01
  shopify_mx_6945928775_45743544533216 : default to MX$0.01
  shopify_mx_6956047532207_40811871174831 : default to MX$0.01
  shopify_mx_8683990417632_46280458764512 : default to MX$0.01
  shopify_mx_8685061767392_46285434388704 : default to MX$0.01
  shopify_mx_7819826364640_43331316515040 : default to MX$0.01
  shopify_mx_7928835375328_45750295298272 : default to MX$0.01
  shopify_mx_8825107382496_47000987664608 : default to MX$0.01
  shopify_mx_7819824955616_43331310387424 : default to MX$0.01
  shopify_mx_6800174343_48069432639712 : default to MX$0.01
  shopify_mx_8050611060960_44027700445408 : default to MX$0.01
  shopify_mx_1519867396148_44119954817248 : default to MX$0.01
  shopify_mx_3709626187828_47882539827424 : default to MX$0.01
  shopify_mx_6930843143_28549154375 : default to MX$0.01
  shopify_mx_8823476125920_47059569705184 : default to MX$0.01
  shopify_mx_9063079313632_48107266441440 : default to MX$0.01
  shopify_mx_9467052039_45772954403040 : default to MX$0.01
  shopify_mx_6800174343_45745296146656 : default to MX$0.01
  shopify_mx_8950542696672_47633605656800 : default to MX$0.01
  shopify_mx_9044301119712_48045452591328 : default to MX$0.01
  shopify_mx_10664622727_47433077424352 : default to MX$0.01
  shopify_mx_6965786247343_40811908989103 : default to MX$0.01
  shopify_mx_5296258449568_34681817039008 : default to MX$0.01
  shopify_mx_8928382976224_47551214911712 : default to MX$0.01
  shopify_mx_8951270670560_47636005683424 : default to MX$0.01
  shopify_mx_8050610274528_44027695464672 : default to MX$0.01
  shopify_mx_8824791826656_46999441637600 : default to MX$0.01
  shopify_mx_6800174343_48069433032928 : default to MX$0.01
  shopify_mx_1519867396148_40906628137135 : default to MX$0.01
  shopify_mx_8643652157664_46087946797280 : default to MX$0.01
  shopify_mx_4490235543604_31753088925748 : default to MX$0.01
  shopify_mx_6037800812719_45736794259680 : default to MX$0.01
  shopify_mx_8050611814624_47786150985952 : default to MX$0.01
  shopify_mx_7928833409248_44638042390752 : default to MX$0.01
  shopify_mx_8225754677472_44644447617248 : default to MX$0.01
  shopify_mx_7928832753888_45749869904096 : default to MX$0.01
  shopify_mx_8904685486304_47477859451104 : default to MX$0.01
  shopify_mx_8825107382496_47000987599072 : default to MX$0.01
  shopify_mx_3709626187828_47882538549472 : default to MX$0.01
  shopify_mx_7819837047008_43331339485408 : default to MX$0.01
  shopify_mx_4422255018036_31524105748532 : default to MX$0.01
  shopify_mx_8990078173408_47785937076448 : default to MX$0.01
  shopify_mx_4489815392308_31751182090292 : default to MX$0.01
  shopify_mx_10182098503_41856611015 : default to MX$0.01
  shopify_mx_9467052039_45772954534112 : default to MX$0.01
  shopify_mx_8685061767392_46285434618080 : default to MX$0.01
  shopify_mx_6762874896559_40041489760431 : default to MX$0.01
  shopify_mx_9117737910496_48467071762656 : default to MX$0.01
  shopify_mx_4422287884340_31769143672884 : default to MX$0.01
  shopify_mx_3709626187828_47882539991264 : default to MX$0.01
  shopify_mx_3709626187828_47882539630816 : default to MX$0.01
  shopify_mx_10669158087_45782229745888 : default to MX$0.01
  shopify_mx_4422255018036_45773079675104 : default to MX$0.01
  shopify_mx_6800174343_48069432672480 : default to MX$0.01
  shopify_mx_7928832917728_45688552423648 : default to MX$0.01
  shopify_mx_8050611650784_44027704803552 : default to MX$0.01
  shopify_mx_7754461839584_45750342222048 : default to MX$0.01
  shopify_mx_7819837047008_43331339550944 : default to MX$0.01
  shopify_mx_6930843143_28549154439 : default to MX$0.01
  shopify_mx_7819825283296_43331311632608 : default to MX$0.01
  shopify_mx_10184779975_31506764234804 : default to MX$0.01
  shopify_mx_10664622727_45926287879 : default to MX$0.01
  shopify_mx_7754461839584_43120368419040 : default to MX$0.01
  shopify_mx_8951271555296_47636018921696 : default to MX$0.01
  shopify_mx_8904685486304_47477859418336 : default to MX$0.01
  shopify_mx_7928832753888_47093055029472 : default to MX$0.01
  shopify_mx_6366412551_43245290684640 : default to MX$0.01
  shopify_mx_8050610143456_44027694448864 : default to MX$0.01
  shopify_mx_8951273914592_47720712962272 : default to MX$0.01
  shopify_mx_8050610110688_44027694252256 : default to MX$0.01
  shopify_mx_7736509530336_43045223530720 : default to MX$0.01
  shopify_mx_9052307194080_48067145040096 : default to MX$0.01
  shopify_mx_9044301119712_48045452624096 : default to MX$0.01
  shopify_mx_4422287884340_31769143509044 : default to MX$0.01
  shopify_mx_7655389790432_42777653117152 : default to MX$0.01
  shopify_mx_4422255018036_31509614264372 : default to MX$0.01
  shopify_mx_4422287884340_31769143574580 : default to MX$0.01
  shopify_mx_8642864283872_46082457141472 : default to MX$0.01
  shopify_mx_8857248923872_47178651468000 : default to MX$0.01
  shopify_mx_8857248923872_47178651369696 : default to MX$0.01
  shopify_mx_8824796414176_48041088876768 : default to MX$0.01
  shopify_mx_6268541305007_43654536134880 : default to MX$0.01
  shopify_mx_8683912331488_46280253800672 : default to MX$0.01
  shopify_mx_6584959336623_43053065339104 : default to MX$0.01
  shopify_mx_9534452487_28649271853108 : default to MX$0.01
  shopify_mx_10664622727_45926286599 : default to MX$0.01
  shopify_mx_6965786247343_40811908759727 : default to MX$0.01
  shopify_mx_8991175508192_47792171221216 : default to MX$0.01
  shopify_mx_4489815392308_31751181926452 : default to MX$0.01
  shopify_mx_7928833573088_45749935571168 : default to MX$0.01
  shopify_mx_3709626187828_34516699578528 : default to MX$0.01
  shopify_mx_8857248923872_47178651500768 : default to MX$0.01
  shopify_mx_4422255018036_48173581402336 : default to MX$0.01
  shopify_mx_8835989668064_47068557541600 : default to MX$0.01
  shopify_mx_7928833343712_43654532858080 : default to MX$0.01
  shopify_mx_8691573293280_46315324309728 : default to MX$0.01
  shopify_mx_8543371428064_45743429058784 : default to MX$0.01
  shopify_mx_8691573293280_46315324899552 : default to MX$0.01
  shopify_mx_9018759872736_47879473299680 : default to MX$0.01
  shopify_mx_6800174343_48069433098464 : default to MX$0.01
  shopify_mx_8540609708256_45735768195296 : default to MX$0.01
  shopify_mx_9094085935328_48467078643936 : default to MX$0.01
  shopify_mx_4489815392308_31751181991988 : default to MX$0.01
  shopify_mx_6800174343_48069432279264 : default to MX$0.01
  shopify_mx_8684136169696_46281113075936 : default to MX$0.01
  shopify_mx_8547119988960_47178678141152 : default to MX$0.01
  shopify_mx_10664622727_45926286535 : default to MX$0.01
  shopify_mx_8990058152160_47785891725536 : default to MX$0.01
  shopify_mx_8050611716320_44027705065696 : default to MX$0.01
  shopify_mx_10664622727_47433077620960 : default to MX$0.01
  shopify_mx_3709626187828_47882538975456 : default to MX$0.01
  shopify_mx_7655389790432_43331049652448 : default to MX$0.01
  shopify_mx_6931237575_44912160702688 : default to MX$0.01
  shopify_mx_7928832852192_43654530826464 : default to MX$0.01
  shopify_mx_6800174343_45745297326304 : default to MX$0.01
  shopify_mx_8858107085024_47185579147488 : default to MX$0.01
  shopify_mx_9032575189216_47913422815456 : default to MX$0.01
  shopify_mx_7819826364640_43331316416736 : default to MX$0.01
  shopify_mx_4489747660852_31750960152628 : default to MX$0.01
  shopify_mx_10184779975_31506779701300 : default to MX$0.01
  shopify_mx_8691573293280_46315324834016 : default to MX$0.01
  shopify_mx_9093917475040_48403705987296 : default to MX$0.01
  shopify_mx_8543371428064_45743428993248 : default to MX$0.01
  shopify_mx_7887584100576_43509185806560 : default to MX$0.01
  shopify_mx_7928833573088_43654533447904 : default to MX$0.01
  shopify_mx_8272360866016_44876412453088 : default to MX$0.01
  shopify_mx_8540925755616_47792243179744 : default to MX$0.01
  shopify_mx_4489815392308_31751182549044 : default to MX$0.01
  shopify_mx_6853236293807_47340522569952 : default to MX$0.01
  shopify_mx_8825107382496_47000988090592 : default to MX$0.01
  shopify_mx_6800174343_31510109061172 : default to MX$0.01
  shopify_mx_7819824955616_44020404945120 : default to MX$0.01
  shopify_mx_3709626187828_47882539892960 : default to MX$0.01
  shopify_mx_6668098567_23214537927 : default to MX$0.01
  shopify_mx_7928833048800_43654531580128 : default to MX$0.01
  shopify_mx_10202072071_28649258385460 : default to MX$0.01
  shopify_mx_8738608152800_46568968388832 : default to MX$0.01
  shopify_mx_7928833081568_45702518341856 : default to MX$0.01
  shopify_mx_10182098503_41856611463 : default to MX$0.01
  shopify_mx_4489796059188_44170628858080 : default to MX$0.01
  shopify_mx_8972014452960_47720711323872 : default to MX$0.01
  shopify_mx_8050610110688_44119626285280 : default to MX$0.01
  shopify_mx_8824951636192_47178660577504 : default to MX$0.01
  shopify_mx_6584959336623_45743136899296 : default to MX$0.01
  shopify_mx_3709626187828_47882540024032 : default to MX$0.01
  shopify_mx_8547024240864_48403675611360 : default to MX$0.01
  shopify_mx_6945928775_45743544860896 : default to MX$0.01
  shopify_mx_1119780798516_31454762565684 : default to MX$0.01
  shopify_mx_9094454083808_48404684407008 : default to MX$0.01
  shopify_mx_8547024240864_47178690527456 : default to MX$0.01
  shopify_mx_9063079313632_48107265982688 : default to MX$0.01
  shopify_mx_7754461839584_45750342320352 : default to MX$0.01
  shopify_mx_8691573293280_46315324113120 : default to MX$0.01
  shopify_mx_8014193885408_44027772862688 : default to MX$0.01
  shopify_mx_10664622727_47433085583584 : default to MX$0.01
  shopify_mx_8017989861600_43934456152288 : default to MX$0.01
  shopify_mx_8543300976864_45743263056096 : default to MX$0.01
  shopify_mx_6268541305007_43654536167648 : default to MX$0.01
  shopify_mx_6148260167855_37822551392431 : default to MX$0.01
  shopify_mx_8684136169696_46281113043168 : default to MX$0.01
  shopify_mx_8858102038752_47635479167200 : default to MX$0.01
  shopify_mx_7819830296800_46280956674272 : default to MX$0.01
  shopify_mx_9065243115744_48119200055520 : default to MX$0.01
  shopify_mx_9063079313632_48107265655008 : default to MX$0.01
  shopify_mx_6800174343_48069432344800 : default to MX$0.01
  shopify_mx_6945928775_45743544828128 : default to MX$0.01
  shopify_mx_10664622727_45745586798816 : default to MX$0.01
  shopify_mx_6965786247343_40811909284015 : default to MX$0.01
  shopify_mx_4422255018036_45773502677216 : default to MX$0.01
  shopify_mx_8835989668064_47068557508832 : default to MX$0.01
  shopify_mx_6762874896559_40041489727663 : default to MX$0.01
  shopify_mx_8547024240864_48403675676896 : default to MX$0.01
  shopify_mx_3708225323060_31525458149428 : default to MX$0.01
  shopify_mx_8835184197856_47059913441504 : default to MX$0.01
  shopify_mx_7819831771360_43331331064032 : default to MX$0.01
  shopify_mx_5296258449568_34681817071776 : default to MX$0.01
  shopify_mx_7754461839584_45750342287584 : default to MX$0.01
  shopify_mx_9063079313632_48107266277600 : default to MX$0.01
  shopify_mx_8050611716320_47635483459808 : default to MX$0.01
  shopify_mx_1119780798516_42365908156640 : default to MX$0.01
  Everything else in ""All products"" : default to MX$0.01
  shopify_mx_7754461839584_43120368287968 : default to MX$0.01
  shopify_mx_10184779975_38323840778415 : default to MX$0.01
  shopify_mx_6976337223_46917748935 : default to MX$0.01
  shopify_mx_7739701985504_43054687584480 : default to MX$0.01
  shopify_mx_4422255018036_48173581271264 : default to MX$0.01
  shopify_mx_4422255018036_45773502578912 : default to MX$0.01
  shopify_mx_9093954011360_48403765952736 : default to MX$0.01
  shopify_mx_9063079313632_48107265589472 : default to MX$0.01
  shopify_mx_4422554419252_31510386868276 : default to MX$0.01
  shopify_mx_8905311650016_47691681824992 : default to MX$0.01
  shopify_mx_8825107382496_47000988221664 : default to MX$0.01
  shopify_mx_8858105708768_47185557651680 : default to MX$0.01
  shopify_mx_10669158087_45782229778656 : default to MX$0.01
  shopify_mx_8050611323104_47477883338976 : default to MX$0.01
  shopify_mx_3709626187828_47882537631968 : default to MX$0.01
  shopify_mx_8683990417632_46280458797280 : default to MX$0.01
  shopify_mx_8684130304224_46281018081504 : default to MX$0.01
  shopify_mx_6956047532207_40811870978223 : default to MX$0.01
  shopify_mx_8823375134944_46988659818720 : default to MX$0.01
  shopify_mx_6800174343_48069433589984 : default to MX$0.01
  shopify_mx_6800174343_48069431853280 : default to MX$0.01
  shopify_mx_1500359589940_47596653478112 : default to MX$0.01
  shopify_mx_8272360931552_44876412977376 : default to MX$0.01
  shopify_mx_6366412551_42105134023 : default to MX$0.01
  shopify_mx_7819825840352_43331314254048 : default to MX$0.01
  shopify_mx_7097054471_39508906049711 : default to MX$0.01
  shopify_mx_8543300976864_45743263351008 : default to MX$0.01
  shopify_mx_6762874896559_40041489858735 : default to MX$0.01
  shopify_mx_8050611716320_45737312551136 : default to MX$0.01
  shopify_mx_8050612502752_44027707228384 : default to MX$0.01
  shopify_mx_10182098503_41856612167 : default to MX$0.01
  shopify_mx_8683990417632_46280458436832 : default to MX$0.01
  shopify_mx_3709626187828_47882538909920 : default to MX$0.01
  shopify_mx_8991192875232_47792240034016 : default to MX$0.01
  shopify_mx_8097401045216_44172283511008 : default to MX$0.01
  shopify_mx_6037800812719_43331035463904 : default to MX$0.01
  shopify_mx_6148260167855_37822551425199 : default to MX$0.01
  shopify_mx_7928833573088_45749935603936 : default to MX$0.01
  shopify_mx_7655389790432_43331049554144 : default to MX$0.01
  shopify_mx_9467052039_36658153586848 : default to MX$0.01
  shopify_mx_8990127096032_47786121101536 : default to MX$0.01
  shopify_mx_10182098503_41856611655 : default to MX$0.01
  shopify_mx_10184779975_43331051913440 : default to MX$0.01
  shopify_mx_7640049516768_44170635706592 : default to MX$0.01
  shopify_mx_1119780798516_31454761975860 : default to MX$0.01
  shopify_mx_6965786247343_40811908333743 : default to MX$0.01
  shopify_mx_8547027091680_47068509995232 : default to MX$0.01
  shopify_mx_9117737910496_48467071729888 : default to MX$0.01
  shopify_mx_9052307194080_48067146285280 : default to MX$0.01
  shopify_mx_6956138528943_43331040379104 : default to MX$0.01
  shopify_mx_8272360866016_45750963831008 : default to MX$0.01
  shopify_mx_6800174343_45745295851744 : default to MX$0.01
  shopify_mx_6268541305007_38192084549807 : default to MX$0.01
  shopify_mx_7819826888928_43331318612192 : default to MX$0.01
  shopify_mx_6956098191535_43331036676320 : default to MX$0.01
  shopify_mx_8017989861600_43934456283360 : default to MX$0.01
  shopify_mx_8991192875232_47792239935712 : default to MX$0.01
  shopify_mx_6800174343_48069433884896 : default to MX$0.01
  shopify_mx_8683826839776_46279929397472 : default to MX$0.01
  shopify_mx_8823439524064_46988981469408 : default to MX$0.01
  shopify_mx_8972014780640_47720712208608 : default to MX$0.01
  shopify_mx_7072808775_22431419271 : default to MX$0.01
  shopify_mx_8050611650784_45737249276128 : default to MX$0.01
  shopify_mx_6366412551_43245290029280 : default to MX$0.01
  shopify_mx_10184779975_38323816661167 : default to MX$0.01
  shopify_mx_9065863545056_48122205077728 : default to MX$0.01
  shopify_mx_8856326701280_47786109731040 : default to MX$0.01
  shopify_mx_10664622727_47433077752032 : default to MX$0.01
  shopify_mx_7819828658400_43331324903648 : default to MX$0.01
  shopify_mx_6800174343_45745297162464 : default to MX$0.01
  shopify_mx_8050611028192_45688803524832 : default to MX$0.01
  shopify_mx_6956125323439_47482834747616 : default to MX$0.01
  shopify_mx_4489815392308_31751182352436 : default to MX$0.01
  shopify_mx_6800174343_48069433393376 : default to MX$0.01
  shopify_mx_9094085935328_48467078709472 : default to MX$0.01
  shopify_mx_4422255018036_45773079707872 : default to MX$0.01
  shopify_mx_8951268671712_48403721126112 : default to MX$0.01
  shopify_mx_9467052039_36658152833184 : default to MX$0.01
  shopify_mx_5502244749472_35641424904352 : default to MX$0.01
  shopify_mx_7819824955616_43654535151840 : default to MX$0.01
  shopify_mx_6965786247343_40811908825263 : default to MX$0.01
  shopify_mx_7819824627936_45702493470944 : default to MX$0.01
  shopify_mx_3780117790772_29141390327860 : default to MX$0.01
  shopify_mx_7754500899040_43120443162848 : default to MX$0.01
  shopify_mx_7928833343712_46285430784224 : default to MX$0.01
  shopify_mx_6853236293807_45735902281952 : default to MX$0.01
  shopify_mx_6945928775_43540649476320 : default to MX$0.01
  shopify_mx_7819825447136_43331312484576 : default to MX$0.01
  shopify_mx_10664622727_47433085714656 : default to MX$0.01
  shopify_mx_8272349888736_44876390105312 : default to MX$0.01
  shopify_mx_7655389790432_43331049750752 : default to MX$0.01
  shopify_mx_9243324807_28649219784756 : default to MX$0.01
  shopify_mx_7819827675360_43331322839264 : default to MX$0.01
  shopify_mx_9063079313632_48107265556704 : default to MX$0.01
  shopify_mx_8858104725728_47185551917280 : default to MX$0.01
  shopify_mx_8050609750240_44027692613856 : default to MX$0.01
  shopify_mx_8543300976864_45743263285472 : default to MX$0.01
  shopify_mx_8691573293280_46315324375264 : default to MX$0.01
  shopify_mx_8823439524064_46988981272800 : default to MX$0.01
  shopify_mx_7819824955616_43654535119072 : default to MX$0.01
  shopify_mx_3709626187828_47882539270368 : default to MX$0.01
  shopify_mx_8857248923872_47178651336928 : default to MX$0.01
  shopify_mx_3713215823924_28757246607412 : default to MX$0.01
  shopify_mx_8824791826656_46999441604832 : default to MX$0.01
  shopify_mx_8543300976864_45743263121632 : default to MX$0.01
  shopify_mx_3709626187828_47882540056800 : default to MX$0.01
  shopify_mx_6148260167855_37822550278319 : default to MX$0.01
  shopify_mx_7928833638624_43654534037728 : default to MX$0.01
  shopify_mx_9052307194080_48067146350816 : default to MX$0.01
  shopify_mx_8991175508192_47792171122912 : default to MX$0.01
  shopify_mx_6037800812719_45736794783968 : default to MX$0.01
  shopify_mx_8050611650784_45737249472736 : default to MX$0.01
  shopify_mx_1119780798516_31454762434612 : default to MX$0.01
  shopify_mx_7928832753888_43654530695392 : default to MX$0.01
  shopify_mx_8050611028192_45688804016352 : default to MX$0.01
  shopify_mx_6956242174127_47005701767392 : default to MX$0.01
  shopify_mx_8050611814624_47786151182560 : default to MX$0.01
  shopify_mx_7819825250528_43331311501536 : default to MX$0.01
  shopify_mx_4422255018036_48173581435104 : default to MX$0.01
  shopify_mx_6268541305007_38192084385967 : default to MX$0.01
  shopify_mx_1119780798516_42365911826656 : default to MX$0.01
  shopify_mx_6945928775_43540649312480 : default to MX$0.01
  shopify_mx_8825107382496_47000988123360 : default to MX$0.01
  shopify_mx_4429060112436_31525999738932 : default to MX$0.01
  shopify_mx_1119780798516_42365964746976 : default to MX$0.01
  shopify_mx_8272351297760_44876394037472 : default to MX$0.01
  shopify_mx_3709626187828_47882537205984 : default to MX$0.01
  shopify_mx_4489815392308_31751182123060 : default to MX$0.01
  shopify_mx_8050611716320_44027705229536 : default to MX$0.01
  shopify_mx_7819824955616_43654535282912 : default to MX$0.01
  shopify_mx_3709626187828_47882539040992 : default to MX$0.01
  shopify_mx_6800174343_48069433721056 : default to MX$0.01
  shopify_mx_5296258449568_43331045654752 : default to MX$0.01
  shopify_mx_6668098567_23214539079 : default to MX$0.01
  shopify_mx_8823375134944_46988659753184 : default to MX$0.01
  shopify_mx_4490235543604_31753088696372 : default to MX$0.01
  shopify_mx_1500359589940_47596653379808 : default to MX$0.01
  shopify_mx_3709626187828_47882537697504 : default to MX$0.01
  shopify_mx_10664622727_45780791328992 : default to MX$0.01
  shopify_mx_10664622727_45745586503904 : default to MX$0.01
  shopify_mx_8951270670560_47636005716192 : default to MX$0.01
  shopify_mx_8272351756512_44876395872480 : default to MX$0.01
  shopify_mx_10669158087_45781475950816 : default to MX$0.01
  shopify_mx_7655389790432_42777653313760 : default to MX$0.01
  shopify_mx_7819838718176_43331341844704 : default to MX$0.01
  shopify_mx_422401638437_45736225898720 : default to MX$0.01
  shopify_mx_8769722155232_46741861433568 : default to MX$0.01
  shopify_mx_6584959336623_45743136735456 : default to MX$0.01
  shopify_mx_8685061767392_46285434487008 : default to MX$0.01
  shopify_mx_8050612502752_44027707195616 : default to MX$0.01
  shopify_mx_7739701985504_44076258459872 : default to MX$0.01
  shopify_mx_1500359589940_43331719659744 : default to MX$0.01
  shopify_mx_7928833081568_43654531645664 : default to MX$0.01
  shopify_mx_8991192875232_47792240132320 : default to MX$0.01
  shopify_mx_3709626187828_47882538877152 : default to MX$0.01
  shopify_mx_4422287884340_31769143541812 : default to MX$0.01
  shopify_mx_9018759872736_47879473463520 : default to MX$0.01
  shopify_mx_8835989668064_47068557705440 : default to MX$0.01
  shopify_mx_7928833900768_46878019879136 : default to MX$0.01
  shopify_mx_4489796059188_31751127105588 : default to MX$0.01
  shopify_mx_8856326701280_47786109698272 : default to MX$0.01
  shopify_mx_9467052039_36658153783456 : default to MX$0.01
  shopify_mx_1119780798516_31454762401844 : default to MX$0.01
  shopify_mx_7928833179872_43654532071648 : default to MX$0.01
  shopify_mx_6853236293807_47788987744480 : default to MX$0.01
  shopify_mx_6668098567_23214539271 : default to MX$0.01
  shopify_mx_7819839504608_43331343122656 : default to MX$0.01
  shopify_mx_7928832852192_43654531055840 : default to MX$0.01
  shopify_mx_6584959336623_43053064814816 : default to MX$0.01
  shopify_mx_3708225323060_43331047456992 : default to MX$0.01
  shopify_mx_3716801232948_28776793374772 : default to MX$0.01
  shopify_mx_10182098503_41856611847 : default to MX$0.01
  shopify_mx_8050611814624_47786151117024 : default to MX$0.01
  shopify_mx_10664622727_45745586864352 : default to MX$0.01
  shopify_mx_8951271555296_47636018823392 : default to MX$0.01
  shopify_mx_7819825840352_43331314516192 : default to MX$0.01
  shopify_mx_6148260167855_37822550769839 : default to MX$0.01
  shopify_mx_8824951636192_47178660544736 : default to MX$0.01
  shopify_mx_6148260167855_37822551457967 : default to MX$0.01
  shopify_mx_8272360866016_47005864067296 : default to MX$0.01
  shopify_mx_1500359589940_47596653445344 : default to MX$0.01
  shopify_mx_7819829379296_43331326279904 : default to MX$0.01
  shopify_mx_7072808775_22431418119 : default to MX$0.01
  shopify_mx_1519867396148_43250462982368 : default to MX$0.01
  shopify_mx_4422255018036_48173574717664 : default to MX$0.01
  shopify_mx_3709626187828_47882539237600 : default to MX$0.01
  shopify_mx_8547068870880_45751245996256 : default to MX$0.01
  shopify_mx_6800174343_45745295622368 : default to MX$0.01
  shopify_mx_7928833081568_43654531809504 : default to MX$0.01
  shopify_mx_8840864268512_47093072396512 : default to MX$0.01
  shopify_mx_8685061767392_46285434585312 : default to MX$0.01
  shopify_mx_8272360472800_44876410814688 : default to MX$0.01
  shopify_mx_9093902958816_48403686392032 : default to MX$0.01
  shopify_mx_8878564606176_47331223404768 : default to MX$0.01
  shopify_mx_10184779975_38323821674671 : default to MX$0.01
  shopify_mx_7819839504608_43331343188192 : default to MX$0.01
  shopify_mx_8050611093728_44027700576480 : default to MX$0.01
  shopify_mx_4422255018036_48173574684896 : default to MX$0.01
  shopify_mx_10664622727_45926287047 : default to MX$0.01
  shopify_mx_10182098503_41856611271 : default to MX$0.01
  shopify_mx_9534452487_28649272049716 : default to MX$0.01
  shopify_mx_1119775621172_13774933164084 : default to MX$0.01
  shopify_mx_8272360866016_45750963994848 : default to MX$0.01
  shopify_mx_1119780798516_31454762303540 : default to MX$0.01
  shopify_mx_7072808775_22431418439 : default to MX$0.01
  shopify_mx_3709626187828_47882538713312 : default to MX$0.01
  shopify_mx_6210474573999_38015291195567 : default to MX$0.01
  shopify_mx_8874744185056_47295554617568 : default to MX$0.01
  shopify_mx_6366412551_43245290881248 : default to MX$0.01
  shopify_mx_7754461839584_46285452542176 : default to MX$0.01
  shopify_mx_8685061767392_46285434519776 : default to MX$0.01
  shopify_mx_6800174343_45745297031392 : default to MX$0.01
  shopify_mx_8990078173408_47785941008608 : default to MX$0.01
  shopify_mx_6945928775_29065023431 : default to MX$0.01
  shopify_mx_9243324807_43331072426208 : default to MX$0.01
  shopify_mx_6037800812719_43331035529440 : default to MX$0.01
  shopify_mx_4489815392308_31751181893684 : default to MX$0.01
  shopify_mx_7844391649504_43372483117280 : default to MX$0.01
  shopify_mx_3780117790772_29141410676788 : default to MX$0.01
  shopify_mx_7928833900768_44637893099744 : default to MX$0.01
  shopify_mx_7819824890080_43331713859808 : default to MX$0.01
  shopify_mx_8050612502752_47477961687264 : default to MX$0.01
  shopify_mx_8683826839776_47788981846240 : default to MX$0.01
  shopify_mx_8826428096736_47178582753504 : default to MX$0.01
  shopify_mx_6800174343_48069433000160 : default to MX$0.01
  shopify_mx_7819837669600_43331340501216 : default to MX$0.01
  shopify_mx_8856346165472_47785603432672 : default to MX$0.01
  shopify_mx_8825107382496_47000988451040 : default to MX$0.01
  shopify_mx_8096901562592_45751422779616 : default to MX$0.01
  shopify_mx_5502244749472_35641424740512 : default to MX$0.01
  shopify_mx_6945928775_43540649148640 : default to MX$0.01
  shopify_mx_7887584100576_43509185741024 : default to MX$0.01
  shopify_mx_10664622727_47433077915872 : default to MX$0.01
  shopify_mx_8951273914592_47636033765600 : default to MX$0.01
  shopify_mx_6945928775_45743544926432 : default to MX$0.01
  shopify_mx_8971535417568_47786141286624 : default to MX$0.01
  shopify_mx_8017989861600_43934456250592 : default to MX$0.01
  shopify_mx_6668098567_23214539975 : default to MX$0.01
  shopify_mx_6945928775_29065023687 : default to MX$0.01
  shopify_mx_7819824890080_43331713564896 : default to MX$0.01
  shopify_mx_8225754611936_44644446634208 : default to MX$0.01
  shopify_mx_8691573293280_46315324735712 : default to MX$0.01
  shopify_mx_9018759872736_47879473496288 : default to MX$0.01
  shopify_mx_6584959336623_45743136866528 : default to MX$0.01
  shopify_mx_8991192875232_47792240001248 : default to MX$0.01
  shopify_mx_6037800812719_44076364824800 : default to MX$0.01
  shopify_mx_9534452487_43245890142432 : default to MX$0.01
  shopify_mx_1500359589940_47596653281504 : default to MX$0.01
  shopify_mx_6800174343_48069432148192 : default to MX$0.01
  shopify_mx_7928832753888_43654530662624 : default to MX$0.01
  shopify_mx_9065863872736_48122205339872 : default to MX$0.01
  shopify_mx_8691573293280_46315323523296 : default to MX$0.01
  shopify_mx_3709626187828_47882538844384 : default to MX$0.01
  shopify_mx_7072808775_43185549377760 : default to MX$0.01
  shopify_mx_8554258727136_45773005390048 : default to MX$0.01
  shopify_mx_6366412551_43245290127584 : default to MX$0.01
  shopify_mx_1500359589940_13817329287220 : default to MX$0.01
  shopify_mx_8835989668064_47068557443296 : default to MX$0.01
  shopify_mx_6800174343_48069432246496 : default to MX$0.01
  shopify_mx_6956138528943_40711830143151 : default to MX$0.01
  shopify_mx_3709626187828_47882538090720 : default to MX$0.01
  shopify_mx_3709626187828_47882538057952 : default to MX$0.01
  shopify_mx_8225754677472_45781179793632 : default to MX$0.01
  shopify_mx_4422554419252_31510386606132 : default to MX$0.01
  shopify_mx_7655389790432_43331049521376 : default to MX$0.01
  shopify_mx_10669158087_45782230139104 : default to MX$0.01
  shopify_mx_1500359589940_13817329942580 : default to MX$0.01
  shopify_mx_8874739204320_47295416008928 : default to MX$0.01
  shopify_mx_8858104725728_47185552048352 : default to MX$0.01
  shopify_mx_8971535417568_47786141384928 : default to MX$0.01
  shopify_mx_10664622727_47433077686496 : default to MX$0.01
  shopify_mx_8971535417568_47786141319392 : default to MX$0.01
  shopify_mx_9093917475040_48403705954528 : default to MX$0.01
